,delay
667,0.14857534563022484
668,0.14857534577622064
669,0.14857534503381561
670,0.14857534544221537
671,0.148575345537809
672,0.148575345995855
673,0.14857534495436342
674,0.14857534500646727
675,0.1485753456707653
676,0.14857534619588936
677,0.1485753455456966
678,0.148575345967864
679,0.14857534552193255
680,0.14857534547774617
681,0.148575345483911
682,0.14857534596645952
683,0.14857534518841792
684,0.14857534555156005
685,0.14857535
686,0.14857535
687,0.14857535
688,0.14857535
689,0.14857535
690,0.14857535
691,0.14857534578280265
692,0.1485753461744228
693,0.14857534511167075
694,0.14857535
695,0.14857535
696,0.14857535
697,0.148575890903752
698,0.14854458895047068
699,0.14857521545918917
700,0.14857516651265681
701,0.14857244847600484
702,0.14863263106589913
703,0.1485766245406444
704,0.1485753008732303
705,0.14857533759510622
706,0.14857588683987902
707,0.1485595946444107
708,0.14857288257926543
709,0.1486194338015717
710,0.1485777597411727
711,0.14850007391868247
712,0.14857558833863782
713,0.1485758063592616
714,0.14857584692450482
715,0.14857534942877895
716,0.14857534682705623
717,0.14857535201799282
718,0.14857534599474506
719,0.14857534085518
720,0.14857539368076697
721,0.1485753388168043
722,0.1485753931714337
723,0.14857578857427245
724,0.14857623366608352
725,0.14857546173409103
726,0.14857568561128343
727,0.14857547706248136
728,0.1485753631587706
729,0.1485758937287729
730,0.14857557032570934
731,0.14857536264818288
732,0.1485753556159692
733,0.14857535606771302
734,0.14857508956038043
735,0.14857526324554407
736,0.14857534573760853
737,0.14857536166411506
738,0.1485753457495247
739,0.14857537678067206
740,0.14857534311644066
741,0.1485752845292665
742,0.14857524813886563
743,0.14857538224366337
744,0.14857540746087344
745,0.14857535
746,0.14857535
747,0.14857535
748,0.1486151763159279
749,0.14858289453925988
750,0.14857534616758908
751,0.148575346335483
752,0.14857534563827574
753,0.1485753454531283
754,0.14857534597695207
755,0.14857534552778373
756,0.14857534655093252
757,0.14857534615935702
758,0.14857534647981555
759,0.14857534540566164
760,0.14857534597529642
761,0.14857534595451052
762,0.1485753453896595
763,0.14857534554631355
764,0.14857540623065113
765,0.14857535318006587
766,0.14857534509141687
767,0.1485753462527032
768,0.14857534572822578
769,0.14857534632524427
770,0.14857534466345118
771,0.14857534586468607
772,0.14857534577262313
773,0.14857534613413015
774,0.1485735804574113
775,0.14857534578173429
776,0.14857535
777,0.14857535
778,0.14857535
779,0.14857535
780,0.14857535
781,0.14857853958906728
782,0.14856848988925622
783,0.14858268042877382
784,0.14891331247228182
785,0.1485757395245259
786,0.14857570002262932
787,0.1485753553730448
788,0.14857535
789,0.1485759556406102
790,0.14857715387994552
791,0.14857535
792,0.14857535
793,0.14858531805203776
794,0.14857567390228513
795,0.14857564547485086
796,0.14857535
797,0.14857535
798,0.14857536383780562
799,0.14857535202952085
800,0.14857581025555472
801,0.14857534616209486
802,0.14857536561333273
803,0.14857534525846508
804,0.14858047508840289
805,0.14856118031407747
806,0.1485753456019839
807,0.14857534556011864
808,0.14856677930654613
809,0.14854242900669143
810,0.14857534610167064
811,0.14857534583665685
812,0.1485792089480549
813,0.14858246246192372
814,0.14857597633655575
815,0.1485753459905068
816,0.14857534682911333
817,0.14857534500511949
818,0.1485753455431416
819,0.14857534351010337
820,0.14857533028566838
821,0.14857526704068538
822,0.1485757075852682
823,0.148575331398991
824,0.14857534541987022
825,0.148575345557337
826,0.14857534443649378
827,0.1485753451632237
828,0.14857534531657976
829,0.14857534439374287
830,0.14857534532379355
831,0.14857534646803844
832,0.14857534577730835
833,0.14857492090286092
834,0.14857527281851743
835,0.1485753501184837
836,0.1485753474622561
837,0.14857534516767248
838,0.14857534549512783
839,0.14857532906764856
840,0.14857534392208696
841,0.1485753461601793
842,0.14857534570353584
843,0.14857536508551217
844,0.14857535637836106
845,0.14857534523437907
846,0.14857534656470847
847,0.14857534705036599
848,0.14857534668073255
849,0.14857534564559652
850,0.1485753464121676
851,0.14857534530131578
852,0.14857534574823902
853,0.14857534521942067
854,0.14857534487304327
855,0.14857535454768123
856,0.14857534961143343
857,0.14857534545218576
858,0.14857534515621637
859,0.1485753452307476
860,0.14857534565152097
861,0.14857534562925842
862,0.14857534647770826
863,0.14857534597054453
864,0.14857534597589886
865,0.14857534516698095
866,0.14857534513698584
867,0.1485753457715728
868,0.1485753454831624
869,0.14857535242446146
870,0.14857534944618964
871,0.1485753457171589
872,0.14857534550372298
873,0.14857534880748666
874,0.1485753467774577
875,0.14857534524221022
876,0.14857534544180337
877,0.14857535782529713
878,0.14857535221925958
879,0.14857534614344092
880,0.14857534516672447
881,0.14857534625646415
882,0.14857534518671847
883,0.14857534581118023
884,0.1485753459397894
885,0.14857534596624072
886,0.14857534477443307
887,0.14857534585883467
888,0.1485753457985334
889,0.14857534571978573
890,0.14857534612386653
891,0.1485753458986398
892,0.1485753455658699
893,0.14857534529632146
894,0.14857534562883576
895,0.14857534536223968
896,0.14857534582629053
897,0.14857534547689752
898,0.14857534489883042
899,0.14857534542341158
900,0.14857534546951406
901,0.1485753453477119
902,0.14857534537646597
903,0.14857534456916568
904,0.1485753536147004
905,0.14857534929264393
906,0.14857534545993528
907,0.14857534531693334
908,0.14857535
909,0.14857535
910,0.14857534491653968
911,0.14857534642407094
912,0.1485753447754888
913,0.14857534606809628
914,0.14857534568974634
915,0.1485601149524563
916,0.14857534562768096
917,0.14857534605066147
918,0.1485753456907726
919,0.14857534595362032
920,0.14857534521187732
921,0.1485753458210216
922,0.14857534473379028
923,0.14857534562036542
924,0.14857534600908062
925,0.14857534553634139
926,0.14857534557068022
927,0.14857534556466853
928,0.14857534518625082
929,0.1485753463121126
930,0.148575345202911
931,0.14857358698265927
932,0.1485753457409108
933,0.14857534574708922
934,0.14857534592389193
935,0.14857534578791248
936,0.14857535
937,0.14857535
938,0.14857535
939,0.14857535
940,0.14857535
941,0.14857535
942,0.14857535
943,0.14855909590166197
944,0.1485749325644267
945,0.1485754623021029
946,0.14857142136018486
947,0.14857962137798117
948,0.14857494061726687
949,0.1485746598200925
950,0.14857495233100693
951,0.14857534583514528
952,0.1485753465721194
953,0.14857534512560364
954,0.14857493087610368
955,0.14857536354490253
956,0.1485752772231323
957,0.14857257701069024
958,0.14857499607412242
959,0.14857517682281393
960,0.14857535
961,0.14857534511647785
962,0.14857534567090339
963,0.14857534575955578
964,0.1485753450489645
965,0.14857534606428519
966,0.14857534532090083
967,0.14857534573789039
968,0.14857534600502056
969,0.1485753455776397
970,0.14857534564581396
971,0.14857535
972,0.14857534552879179
973,0.14857534535432323
974,0.14857534572012981
975,0.1485753452736354
976,0.1485753452958062
977,0.14857534569830338
978,0.14857534509629264
979,0.14857534555330482
980,0.14857534524059873
981,0.1485753462978669
982,0.1485753450908599
983,0.1485753462198558
984,0.14857534523549776
985,0.14857534586102314
986,0.14857534558230212
987,0.14857534546394166
988,0.1485753465445996
989,0.14857535
990,0.14857535
991,0.1485753458840549
992,0.14857535
993,0.14857535255344312
994,0.14857534543548043
995,0.14857637389567133
996,0.14860681883140192
997,0.14857631776972
998,0.14857452356999465
999,0.14857508252248033
1000,0.14857535
1001,0.1485812891073959
1002,0.14857535
1003,0.14857534540086018
1004,0.14857535
1005,0.14857535
1006,0.14857535
1007,0.1485753472865862
1008,0.14857534606512457
1009,0.14857534567972158
1010,0.14857534522294283
1011,0.14857534585991472
1012,0.1485753476532545
1013,0.14857534596823097
1014,0.14857534648265638
1015,0.14857534528708968
1016,0.14857534483824264
1017,0.1485753451997655
1018,0.14857534546416856
1019,0.14857535
1020,0.14857535904315702
1021,0.1485753586137075
1022,0.14857534604027495
1023,0.14857541235068425
1024,0.14857534777687512
1025,0.14857534550442916
1026,0.1485753676428058
1027,0.14857534428596414
1028,0.1485753424092166
1029,0.1485753397009589
1030,0.14857535
1031,0.14857534762011884
1032,0.1485753464042227
1033,0.14857534313008963
1034,0.14857534416970336
1035,0.14857535
1036,0.14857534605665787
1037,0.1485753470720639
1038,0.14857534569483738
1039,0.14857535390174526
1040,0.14857534565379324
1041,0.14857534548177456
1042,0.14857536440940536
1043,0.14857537462408957
1044,0.14857534613787238
1045,0.1485753461891606
1046,0.14857534692554406
1047,0.14857534588838647
1048,0.14857535
1049,0.148575369947794
1050,0.14857534579925447
1051,0.14857534645500367
1052,0.14857534586135726
1053,0.14857534546265172
1054,0.14857534565134176
1055,0.1485753454708421
1056,0.14857536292831366
1057,0.1485753460027998
1058,0.1485753465846947
1059,0.14857534560906216
1060,0.14857534543605855
1061,0.1485753459308623
1062,0.14857535
1063,0.14857534510270376
1064,0.14857534631028393
1065,0.14857534579543932
1066,0.14857534748210763
1067,0.14857535
1068,0.14857535
1069,0.14857535
1070,0.14857535
1071,0.14857535
1072,0.1485753451034537
1073,0.14857534568197914
1074,0.14857535
1075,0.14847697371224386
1076,0.1485754050846164
1077,0.14853455953036154
1078,0.14850810228453387
1079,0.14857533858313532
1080,0.14857517796929987
1081,0.14837178383819205
1082,0.14857533940781092
1083,0.14857244395601735
1084,0.14848178185090025
1085,0.14821398541057118
1086,0.14857533773322287
1087,0.14857512644542425
1088,0.148560527080407
1089,0.14857366534682614
1090,0.14857534585482868
1091,0.1485753465587267
1092,0.14857570554003743
1093,0.1484561492750021
1094,0.14857503599510963
1095,0.14857535032412553
1096,0.14857455475969408
1097,0.14857534517595763
1098,0.14857569657724107
1099,0.14857534556932048
1100,0.14857534449632123
1101,0.14857534494812202
1102,0.14857534604992928
1103,0.14857564906356346
1104,0.14857535
1105,0.14857535
1106,0.14857535
1107,0.14857535
1108,0.148575346302237
1109,0.14857535786290843
1110,0.14857523866951527
1111,0.14857536471691343
1112,0.1485753460663765
1113,0.148575344160673
1114,0.14857537893643546
1115,0.1485753521449731
1116,0.14857546748117165
1117,0.1485753455749648
1118,0.1485753452660574
1119,0.14857534507359355
1120,0.14857534584530127
1121,0.14857534500259761
1122,0.14857535082959344
1123,0.14857534536312664
1124,0.14857535
1125,0.14857535
1126,0.14857535
1127,0.14857535
1128,0.14857535
1129,0.14857535
1130,0.14857785664803394
1131,0.14857535
1132,0.14857535
1133,0.14857535
1134,0.14857535
1135,0.14857535
1136,0.14857535
1137,0.14857535
1138,0.14857535
1139,0.14857535
1140,0.14857535
1141,0.14857535
1142,0.14857535
1143,0.14857535
1144,0.14857535
1145,0.14857535
1146,0.14857535
1147,0.14857535
1148,0.14857535
1149,0.14857535
1150,0.14857535
1151,0.14858226913801256
1152,0.1485753446987594
1153,0.14857535
1154,0.14857534582552476
1155,0.14857535
1156,0.14857535
1157,0.14857214936610594
1158,0.148575346565391
1159,0.14857534630852512
1160,0.14857534528916502
1161,0.1485753457332572
1162,0.14857534551007506
1163,0.1485753456369495
1164,0.14857534605152511
1165,0.14857534478220932
1166,0.1485747082521275
1167,0.14857534547371037
1168,0.1485753461163414
1169,0.14857534565536004
1170,0.148575345197591
1171,0.1485753463493604
1172,0.14857535
1173,0.14857534584853557
1174,0.14857534639960676
1175,0.14857537142854116
1176,0.14857534496266517
1177,0.14857534560557806
1178,0.14857534543228695
1179,0.1485753450328782
1180,0.14857534927326504
1181,0.14857534308801681
1182,0.14857534505686806
1183,0.14857534486621404
1184,0.14857535
1185,0.14857534626122518
1186,0.14857534485955007
1187,0.14857534551146664
1188,0.14857534530805905
1189,0.14857535
1190,0.14857534549362653
1191,0.14857534582997511
1192,0.14857535
1193,0.14857535
1194,0.14857535
1195,0.1485751819833864
1196,0.14857568339078742
1197,0.14857535
1198,0.14857535
1199,0.14857535
1200,0.14857535
1201,0.14857540439397754
1202,0.14857535
1203,0.14857535
1204,0.1485754891000079
1205,0.14857148785832106
1206,0.14857535
1207,0.14857535
1208,0.14857535
1209,0.14857535
1210,0.14857535
1211,0.14857535
1212,0.14857534580126813
1213,0.14857534683948584
1214,0.14857534548806367
1215,0.14857534548678333
1216,0.14857534601617148
1217,0.14857534482699855
1218,0.14857534631720076
1219,0.1485753453638734
1220,0.14857534478998172
1221,0.14857534587221852
1222,0.14857534544657716
1223,0.14857534663912955
1224,0.148575345743419
1225,0.14857534572302836
1226,0.14857534598002836
1227,0.14857534519100024
1228,0.14857534608991452
1229,0.14857534558384522
1230,0.1485753451174791
1231,0.14857534573580333
1232,0.1485753457572107
1233,0.14857535
1234,0.14857535
1235,0.14857535
1236,0.14857535
1237,0.14857535
1238,0.14857535
1239,0.14857535
1240,0.14857535
1241,0.14857534586907542
1242,0.14857534511261128
1243,0.1485753456138865
1244,0.1485753452671897
1245,0.14857534688448706
1246,0.14857535
1247,0.14857534517665524
1248,0.1485753456491845
1249,0.1485753456999231
1250,0.14857534561584293
1251,0.14857534570717443
1252,0.1485753450895553
1253,0.14857534575150005
1254,0.14857534513497586
1255,0.148575345671833
1256,0.14857534536276998
1257,0.1485753454946715
1258,0.14857534532387234
1259,0.1485753367981507
1260,0.14857535
1261,0.14857534537568237
1262,0.1481264821359391
1263,0.1485801496161872
1264,0.14856802771719851
1265,0.148573084328141
1266,0.14857744881955723
1267,0.1485638036320856
1268,0.14857535
1269,0.14857535
1270,0.14857535
1271,0.14857535
1272,0.14857535
1273,0.14857535
1274,0.14857535
1275,0.14857535
1276,0.14857535
1277,0.14857535
1278,0.14857535
1279,0.14857534557148824
1280,0.14857534483315354
1281,0.1485753452843179
1282,0.1485753464615961
1283,0.14857534595346827
1284,0.148573559741504
1285,0.14851379421004338
1286,0.14857509638972563
1287,0.1485521207378984
1288,0.148568303775713
1289,0.14857511491266764
1290,0.1485751904821551
1291,0.1485743309749598
1292,0.14857534736366304
1293,0.14857506766239503
1294,0.1485735476064424
1295,0.1485753316905368
1296,0.14857534262983316
1297,0.14857533380670288
1298,0.14857534560932628
1299,0.14857534900657532
1300,0.14857534040765466
1301,0.14857534194746003
1302,0.14857533270706622
1303,0.1485753399429069
1304,0.1485753422457697
1305,0.14857533874325146
1306,0.14857534488359572
1307,0.14857534585273227
1308,0.14857534488913102
1309,0.1485751657219784
1310,0.14857534706748715
1311,0.14857534580219042
1312,0.14857534569274933
1313,0.14857534456797972
1314,0.1485753453636543
1315,0.14857534597905206
1316,0.14857534574844644
1317,0.14857534616051127
1318,0.14857534550560986
1319,0.14857534561131588
1320,0.14857534552833163
1321,0.14857534613730525
1322,0.14857534105836556
1323,0.14857534494790092
1324,0.14857534531513475
1325,0.14857534496657565
1326,0.14857534492366492
1327,0.14857534512558745
1328,0.14857530825186754
1329,0.1485753452010965
1330,0.1485753456460949
1331,0.14857535
