,0
0,0.21210596118747505
1,0.2559745708253362
2,0.29753650781792274
3,0.36650271310789867
4,0.4154798804482309
5,0.4221763150391548
6,0.42979009420356346
7,0.43704236643898414
8,0.43503351529914913
9,0.42516380777858426
10,0.372075859206626
11,0.27798983606431377
