,0
0,0.21292187524433173
1,0.2557007030093592
2,0.29758701334230037
3,0.3665533350130611
4,0.41552748954725094
5,0.422222282721636
6,0.42983309378334067
7,0.4370802068593775
8,0.434949322822197
9,0.4249511987619431
10,0.37208584964423463
11,0.27798800140657326
